bin.002Ωk141_7629_1	UniRef100_C7RA17~K01278	54.2	716	321	3	1	713	52	763	2.41e-291	822
bin.002Ωk141_7353_6	UniRef100_A0A222SH23~K15987	62.8	707	238	9	7	709	7	692	1.03e-276	781
bin.002Ωk141_2767_2	UniRef100_A0LJL6~K13598	30.8	720	448	15	22	708	38	740	9.21e-82	281
bin.002Ωk141_275_1	UniRef100_L0EFX4~K01869	61.0	707	237	6	1	705	102	771	6.60e-316	885
bin.002Ωk141_3327_1	UniRef100_A0A126T5E8~K11904	30.5	596	322	15	26	589	20	555	1.77e-71	251
bin.002Ωk141_1442_5	UniRef100_G2LHG1~K07516	51.0	690	322	8	5	684	2	685	8.29e-227	657
bin.002Ωk141_1022_2	UniRef100_F0SFT0~K03654	48.0	612	299	6	79	682	1	601	6.67e-189	558
bin.002Ωk141_6246_2	UniRef100_I6YU08~K03797	44.6	615	331	4	21	635	29	633	2.59e-163	491
bin.002Ωk141_4099_3	UniRef100_E1X373~K02355	64.5	699	222	5	4	680	7	701	1.08e-309	865
bin.002Ωk141_4761_3	UniRef100_A0A0H4VK17~K07386	48.3	642	332	0	33	674	57	698	1.98e-223	645
bin.002Ωk141_3215_2	UniRef100_D0LZB6~K00615	60.7	659	254	3	12	666	8	665	1.52e-278	784
bin.002Ωk141_3787_1	UniRef100_A0A1Y0IQV4~K01400	32.0	578	329	20	86	640	32	568	2.51e-55	204
bin.002Ωk141_5642_3	UniRef100_A0A1L3GRA2~K03702	61.4	664	255	1	1	663	1	664	1.74e-283	796
bin.002Ωk141_7280_1	UniRef100_A0A0S2HZI8~K02014	31.2	702	424	14	1	661	83	766	4.31e-97	321
bin.002Ωk141_5481_2	UniRef100_C9R871~K01662	46.0	628	322	8	4	630	1	612	5.25e-178	526
bin.002Ωk141_8170_2	UniRef100_M1PCP4~K02621	52.8	629	289	4	4	625	7	634	9.32e-226	649
bin.002Ωk141_8204_1	UniRef100_I3Y8L3~K02014	37.0	640	352	16	26	625	13	641	1.01e-110	353
bin.002Ωk141_5696_6	UniRef100_A0A223DW95~K19421	41.1	540	299	9	68	601	61	587	2.34e-121	379
bin.002Ωk141_6088_1	UniRef100_G2LGD0~K04043	67.9	633	196	2	1	631	1	628	8.38e-287	801
bin.002Ωk141_221_10	UniRef100_E1QHX3~K06907	54.4	614	174	2	1	614	1	508	1.00e-227	646
bin.002Ωk141_7385_4	UniRef100_F8EIE4~K04773	37.4	575	321	12	61	618	33	585	5.65e-95	309
bin.002Ωk141_1040_1	UniRef100_M4NLD3~K06147	65.7	597	200	1	27	618	19	615	5.86e-272	763
bin.002Ωk141_3760_4	UniRef100_D5H1T9~K03657	39.3	639	352	11	1	614	121	748	2.65e-133	413
bin.002Ωk141_2765_3	UniRef100_I0ICN3~K00381	46.8	649	282	11	7	603	8	645	4.41e-190	556
bin.002Ωk141_3650_2	UniRef100_I0I4D6~K01868	49.9	613	275	5	11	607	14	610	9.64e-203	586
bin.002Ωk141_7937_1	UniRef100_A0A1U9N862~K02014	30.7	610	389	14	4	597	11	602	3.71e-63	226
bin.002Ωk141_2705_3	UniRef100_W0RM89~K00820	53.0	608	285	1	1	608	1	607	3.76e-219	628
bin.002Ωk141_4506_6	UniRef100_R0GTH3~K01254	37.4	618	350	8	16	606	5	612	2.96e-133	409
bin.002Ωk141_7677_1	UniRef100_W5WYJ0~K01887	37.5	602	251	5	2	602	105	582	7.90e-129	396
bin.002Ωk141_187_2	UniRef100_A0A143PV81~K03596	65.2	597	208	0	3	599	1	597	4.82e-287	800
bin.002Ωk141_1633_1	UniRef100_A0A0S2K8M7~K02014	30.2	580	349	15	23	580	16	561	2.53e-63	226
bin.002Ωk141_7453_2	UniRef100_F4LRS1~K08483	41.4	582	326	7	4	580	2	573	9.36e-145	436
bin.002Ωk141_507_2	UniRef100_A0A250B6L8~K11904	31.1	595	376	9	31	598	25	612	1.50e-72	251
bin.002Ωk141_3227_2	UniRef100_H9UKK9~K02584	31.8	576	317	16	31	595	6	516	3.12e-73	249
bin.002Ωk141_2101_5	UniRef100_D5MJH7~K02454	50.8	567	267	6	35	594	10	571	6.19e-191	554
bin.002Ωk141_6793_2	UniRef100_A0A1X9NIH7~K20035	40.0	582	328	7	1	572	1	571	2.88e-137	417
bin.002Ωk141_1352_1	UniRef100_M4RI53~K02014	31.7	580	338	13	18	588	24	554	1.72e-71	248
bin.002Ωk141_7259_2	UniRef100_A0A0A0NQB5~K06978	30.6	576	347	16	21	558	10	570	5.91e-54	199
bin.002Ωk141_7754_1	UniRef100_A0A143PUX2~K02652	64.4	579	198	2	14	585	4	581	3.24e-262	735
bin.002Ωk141_6920_1	UniRef100_C1F1D9~K03086	53.5	581	237	6	2	580	46	595	1.89e-184	538
bin.002Ωk141_6413_1	UniRef100_A4FC61~K02337	40.6	540	299	9	58	577	42	579	5.32e-113	356
bin.002Ωk141_7210_2	UniRef100_A0A1L3GNV9~K13599	33.3	571	247	7	13	577	4	446	9.56e-84	274
bin.002Ωk141_3985_2	UniRef100_Q2IQ35~K00129	43.2	562	313	4	19	577	8	566	8.71e-155	461
bin.002Ωk141_7577_2	UniRef100_C1A4E0~K01961	44.6	466	234	5	11	475	4	446	1.37e-126	385
bin.002Ωk141_6976_2	UniRef100_B6IPM0~K01895	65.1	570	194	2	1	570	81	645	8.23e-280	782
bin.002Ωk141_630_2	UniRef100_A0A250JJA9~K07712	43.9	517	284	5	37	548	24	539	3.75e-128	392
bin.002Ωk141_7172_3	UniRef100_A0A0X8WY65~K00937	50.2	532	244	7	25	539	4	531	4.52e-166	488
bin.002Ωk141_6276_3	UniRef100_A0A0U2JK00~K12266	33.7	493	280	12	77	561	52	505	1.34e-62	220
bin.002Ωk141_1407_1	UniRef100_Q1QV87~K11896	30.7	600	355	24	9	563	8	591	6.74e-53	196
bin.002Ωk141_3717_1	UniRef100_A5D637~K03723	48.9	519	265	0	4	522	6	524	1.22e-167	494
bin.002Ωk141_4959_6	UniRef100_A0A0B5FIN8~K02038	49.6	526	255	4	44	560	8	532	3.11e-158	468
bin.002Ωk141_7050_2	UniRef100_A0A0K2RRJ9~K03070	55.5	564	239	4	8	559	7	570	5.88e-205	589
bin.002Ωk141_6547_1	UniRef100_A0A0M4LFH1~K06020	60.5	555	217	1	4	558	3	555	1.28e-240	678
bin.002Ωk141_4640_2	UniRef100_A0A0H3A6Z2~K06400	37.5	509	272	8	17	492	5	500	3.07e-94	303
bin.002Ωk141_6380_2	UniRef100_M4ZQF4~K03217	30.1	501	289	15	86	555	64	534	1.38e-59	213
bin.002Ωk141_5540_2	UniRef100_A0A291RNW3~K12574	36.2	538	332	7	12	540	125	660	7.91e-98	317
bin.002Ωk141_2726_3	UniRef100_B5EFY7~K03631	37.2	565	317	12	1	544	1	548	9.32e-88	287
bin.002Ωk141_7276_2	UniRef100_A0A0C5V7T3~K06159	41.8	531	305	1	18	544	18	548	1.05e-134	408
bin.002Ωk141_1957_1	UniRef100_A0A0K2RJP8~K03696	43.1	562	295	5	1	544	1	555	1.40e-146	440
bin.002Ωk141_4040_4	UniRef100_Q9KCX3~K03317	42.3	437	213	9	105	538	4	404	2.43e-95	301
bin.002Ωk141_4524_6	UniRef100_A0A109QJE5~K01897	31.0	510	304	15	30	521	13	492	1.09e-62	219
bin.002Ωk141_5157_2	UniRef100_A0A150PUG5~K06160	44.3	521	281	4	2	521	29	541	1.12e-138	417
bin.002Ωk141_1344_5	UniRef100_A0A286NV97~K01649	64.4	497	175	2	17	512	8	503	5.16e-224	634
bin.002Ωk141_639_1	UniRef100_C3KQD1~K17686	63.8	475	167	4	10	481	25	497	2.03e-194	558
bin.002Ωk141_2166_11	UniRef100_Q310B4~K06400	40.0	510	283	7	17	517	15	510	7.57e-109	340
bin.002Ωk141_2459_3	UniRef100_A0A0G3YW61~K00602	53.3	527	235	5	5	527	2	521	3.03e-178	517
bin.002Ωk141_4726_2	UniRef100_A0A1P8WEV0~K03307	59.0	520	197	5	1	506	1	518	3.01e-203	581
bin.002Ωk141_5515_1	UniRef100_A0A1L3GEV7~K16092	33.2	530	333	11	11	526	8	530	1.42e-78	265
bin.002Ωk141_4544_2	UniRef100_E6V472~K11089	55.6	522	223	4	1	518	1	517	4.12e-195	560
bin.002Ωk141_5642_1	UniRef100_Q01P25~K01585	47.2	515	270	2	2	516	121	633	1.86e-171	504
bin.002Ωk141_436_2	UniRef100_A6UYD3~K01754	61.7	499	191	0	6	504	5	503	2.96e-218	618
bin.002Ωk141_822_3	UniRef100_D0MFP8~K01951	60.2	520	195	3	6	514	4	522	4.15e-222	628
bin.002Ωk141_7232_1	UniRef100_G8QP58~K12132	32.4	438	271	10	38	466	8	429	3.56e-52	189
bin.002Ωk141_590_1	UniRef100_A0M7G2~K00786	37.8	439	256	7	55	482	49	481	8.75e-94	299
bin.002Ωk141_7180_1	UniRef100_B9JZJ6~K03820	31.8	447	243	23	35	443	50	472	1.97e-32	136
bin.002Ωk141_3651_2	UniRef100_B9LZ86~K02111	68.7	502	157	0	1	502	1	502	2.98e-253	706
bin.002Ωk141_7736_1	UniRef100_A0A0H3A6Z2~K06400	38.3	494	265	7	23	490	6	485	1.28e-93	299
bin.002Ωk141_5092_1	UniRef100_A0A0G3ED11~K07058	33.7	433	272	5	58	480	8	435	2.93e-66	226
bin.002Ωk141_8084_2	UniRef100_G7ZE65~K19641	41.2	430	217	4	24	423	9	432	6.43e-92	294
bin.002Ωk141_5772_4	UniRef100_A0A160IIC7~K04567	52.8	496	227	5	1	492	1	493	1.37e-175	508
bin.002Ωk141_819_2	UniRef100_A0A160F4U6~K01712	68.7	498	156	0	1	498	7	504	4.61e-256	715
bin.002Ωk141_712_2	UniRef100_D1AEG1~K19170	63.7	465	168	1	10	474	20	483	1.71e-220	623
bin.002Ωk141_4498_1	UniRef100_C3ZED9~K01594	35.6	416	250	8	21	427	6	412	2.21e-76	253
bin.002Ωk141_7172_2	UniRef100_S6AB25~K01524	44.8	487	267	2	7	492	7	492	5.84e-135	405
bin.002Ωk141_225_3	UniRef100_C9RK10~K03307	52.5	493	219	6	1	483	1	488	1.23e-160	470
bin.002Ωk141_7848_1	UniRef100_I4APF4~K03305	47.6	519	221	7	8	490	25	528	3.62e-151	447
bin.002Ωk141_6547_2	UniRef100_A2SFQ2~K01752	46.2	457	230	7	34	478	3	455	1.26e-112	346
bin.002Ωk141_4969_2	UniRef100_A0A0G3EGM1~K07484	47.1	442	228	3	32	469	28	467	4.91e-119	363
bin.002Ωk141_2804_1	UniRef100_H8MVI7~K01176	43.9	488	229	16	22	476	30	505	2.54e-115	355
bin.002Ωk141_7410_2	UniRef100_I0FDH3~K01873	48.8	492	242	5	2	489	5	490	9.57e-165	481
bin.002Ωk141_1422_2	UniRef100_U3U586~K07678	32.6	427	264	6	4	422	22	432	1.44e-53	192
bin.002Ωk141_7364_1	UniRef100_A0A143B4R4~K02434	55.0	482	217	0	1	482	1	482	2.52e-184	530
bin.002Ωk141_1344_3	UniRef100_A7NJH2~K01703	67.3	471	148	2	19	483	2	472	3.03e-228	640
bin.002Ωk141_5050_3	UniRef100_Q6AJ30~K01338	59.2	473	192	1	11	482	5	477	3.10e-196	560
bin.002Ωk141_877_3	UniRef100_W8ERC7~K10217	60.3	479	190	0	1	479	1	479	1.45e-201	573
bin.002Ωk141_3576_3	UniRef100_Q21H97~K17759&K17758	37.8	490	288	7	4	479	10	496	4.01e-82	268
bin.002Ωk141_4506_2	UniRef100_L0GG79~K22187	62.9	472	175	0	4	475	9	480	1.06e-204	581
bin.002Ωk141_655_1	UniRef100_R0I3S9~K01593	32.7	453	290	5	19	457	1	452	8.44e-81	264
bin.002Ωk141_7184_2	UniRef100_C0QE05~K07484	45.5	431	226	4	24	446	32	461	7.42e-116	356
bin.002Ωk141_7408_1	UniRef100_I4C3D7~K01897	35.6	483	299	5	1	473	1	481	7.81e-104	327
bin.002Ωk141_7562_1	UniRef100_Q2LRM4~K02669	58.7	383	158	0	2	384	15	397	5.00e-151	441
bin.002Ωk141_541_3	UniRef100_W6K6D3~K05568	51.1	474	207	9	7	470	6	464	8.47e-138	414
bin.002Ωk141_1311_1	UniRef100_F2NF29~K08300	45.8	467	248	3	6	468	1	466	1.20e-145	432
bin.002Ωk141_1450_2	UniRef100_A0A286RBY6~K07713	45.3	448	238	2	15	457	23	468	5.05e-131	393
bin.002Ωk141_1619_2	UniRef100_A0A0B5BC14~K13599	51.8	452	206	3	22	461	5	456	6.41e-146	430
bin.002Ωk141_234_5	UniRef100_D0LTP2~K00382	53.4	468	207	6	8	466	9	474	6.30e-158	461
bin.002Ωk141_4232_1	UniRef100_B8BQH0~K10841	31.0	494	289	10	7	460	50	531	3.15e-68	233
bin.002Ωk141_1927_2	UniRef100_D3PD79~K06213	36.6	445	268	6	23	462	16	451	2.46e-75	249
bin.002Ωk141_4153_1	UniRef100_A0A0C4Y6K3~K21023	35.0	460	277	4	15	453	88	546	1.42e-80	265
bin.002Ωk141_763_3	UniRef100_I0I1L5~K01755	45.4	460	250	1	2	460	4	463	5.49e-124	374
bin.002Ωk141_6409_1	UniRef100_A0A120MXT6~K07787	43.4	452	226	6	11	461	2	424	1.63e-118	359
bin.002Ωk141_6786_3	UniRef100_F3YV16~K04771	41.4	442	221	11	10	425	22	451	4.92e-83	270
bin.002Ωk141_206_2	UniRef100_A0A127M4C2~K02454	44.8	487	231	7	8	459	3	486	4.97e-121	368
bin.002Ωk141_770_4	UniRef100_A0A1L3GNV9~K13599	44.2	457	245	4	1	454	1	450	7.01e-121	366
bin.002Ωk141_7460_2	UniRef100_Q3A223~K13599	45.4	456	242	5	1	453	1	452	1.15e-119	363
bin.002Ωk141_6848_1	UniRef100_A2SS01~K03703	38.8	459	268	4	1	459	9	454	1.53e-101	318
bin.002Ωk141_4658_2	UniRef100_A0A076LR41~K07714	44.6	455	246	2	7	456	7	460	3.03e-130	390
bin.002Ωk141_7441_4	UniRef100_U3TRG9~K03168	45.4	452	200	6	1	423	1	434	5.84e-113	348
bin.002Ωk141_1166_1	UniRef100_A0A0D6BBM0~K02666	34.2	424	254	8	36	450	61	468	3.01e-63	218
bin.002Ωk141_1071_1	UniRef100_F0RMG7~K02837	59.3	445	179	2	8	452	6	448	6.76e-185	531
bin.002Ωk141_2900_3	UniRef100_Q1IPQ5~K14441	45.9	484	222	5	2	445	19	502	1.06e-141	421
bin.002Ωk141_4517_1	UniRef100_A0A0M4CX78~K06076	35.2	460	273	9	10	451	6	458	1.42e-79	259
bin.002Ωk141_7297_1	UniRef100_F2LVK8~K01961	59.5	442	179	0	2	443	6	447	9.33e-196	558
bin.002Ωk141_5526_1	UniRef100_F8CIX4~K06871	52.6	441	207	2	4	443	4	443	1.70e-166	483
bin.002Ωk141_1722_2	UniRef100_G2LE80~K06885	43.0	440	233	5	2	435	36	463	6.86e-109	336
bin.002Ωk141_6683_2	UniRef100_A0D363~K04079	32.9	496	269	11	5	445	55	541	1.36e-73	247
bin.002Ωk141_4765_1	UniRef100_H1XNR8~K00528	37.8	444	265	5	3	443	2	437	2.28e-95	300
bin.002Ωk141_7597_3	UniRef100_Q3A6R7~K06027	36.2	442	246	9	17	435	14	442	9.04e-81	263
bin.002Ωk141_3080_2	UniRef100_D7CTV9~K11105	33.6	420	230	17	19	417	17	408	1.93e-31	132
bin.002Ωk141_3960_2	UniRef100_A0A0C5VPU0~K20974	34.0	397	249	5	39	432	29	415	1.38e-63	216
bin.002Ωk141_3912_2	UniRef100_A8ZTY2~K00850	51.4	430	198	4	10	432	12	437	3.08e-148	434
bin.002Ωk141_2357_2	UniRef100_A0A0S3U851~K03327	42.1	420	240	2	7	424	11	429	8.01e-101	313
bin.002Ωk141_1107_2	UniRef100_A6UU02~K12452	56.5	421	182	1	5	425	3	422	1.22e-178	511
bin.002Ωk141_8240_3	UniRef100_D4J0U8~K04066	41.0	432	249	4	2	433	73	498	1.60e-106	330
bin.002Ωk141_1990_2	UniRef100_A0A1A9F205~K01424	34.4	355	205	8	6	355	4	335	3.01e-52	184
bin.002Ωk141_2705_7	UniRef100_A1S257~K03742	45.0	409	225	0	2	410	1	409	3.28e-120	362
bin.002Ωk141_8265_2	UniRef100_A0A143PP95~K02390	40.0	438	228	11	4	429	5	419	1.85e-76	249
bin.002Ωk141_2900_4	UniRef100_G2LDV9~K01893	61.3	434	160	3	4	429	17	450	7.35e-188	535
bin.002Ωk141_772_2	UniRef100_Q984A4~K06954	32.2	407	254	11	3	401	10	402	9.49e-46	170
bin.002Ωk141_6826_4	UniRef100_D8TNA2~K17732	32.9	425	268	6	4	413	61	483	1.60e-59	207
bin.002Ωk141_2705_5	UniRef100_Q31H60~K03309	48.5	421	202	6	8	424	2	411	1.06e-114	348
bin.002Ωk141_5850_3	UniRef100_A0A1D9BGG2~K02492	32.3	393	242	9	33	416	33	410	5.28e-41	156
bin.002Ωk141_5552_2	UniRef100_A0A1D9H9J1~K00362	45.1	401	215	2	2	402	5	400	2.32e-113	344
bin.002Ωk141_2528_1	UniRef100_I7C0Q8~K03695	42.2	396	217	5	33	425	3	389	2.79e-88	280
bin.002Ωk141_6259_2	UniRef100_H6PAE7~K03699	30.4	451	249	18	1	406	1	431	5.98e-38	149
bin.002Ωk141_43_2	UniRef100_B2A3F6~K00986	54.3	416	190	0	9	424	2	417	4.38e-155	451
bin.002Ωk141_1566_2	UniRef100_I4C9K9~K02584	62.9	426	158	0	1	426	96	521	7.30e-185	530
bin.002Ωk141_1232_15	UniRef100_Q310G6~K06905	59.7	414	167	0	6	419	7	420	7.14e-177	506
bin.002Ωk141_926_2	UniRef100_A0A0B5IHF1~K05552	31.8	418	254	11	16	421	4	402	3.49e-39	151
bin.002Ωk141_814_1	UniRef100_A0A1J1EJT2~K08151	30.0	413	251	14	20	421	56	441	1.78e-19	97.1
bin.002Ωk141_763_4	UniRef100_D1CA16~K01940	59.3	408	163	2	1	406	1	407	8.52e-180	513
bin.002Ωk141_5092_2	UniRef100_I0HYI0~K00021	62.9	421	154	2	3	422	5	424	2.55e-182	523
bin.002Ωk141_6104_1	UniRef100_A0A1U7RZH0~K00485	32.1	365	224	10	1	345	34	394	1.99e-51	183
bin.002Ωk141_5458_1	UniRef100_A0A0S2DI04~K08604	54.1	425	173	7	16	421	5	426	1.20e-137	409
bin.002Ωk141_3087_1	UniRef100_A9I488~K03585	30.0	360	199	12	60	416	59	368	4.95e-26	114
bin.002Ωk141_1940_1	UniRef100_Q6AJ30~K01338	59.4	419	151	2	1	418	23	423	8.94e-171	493
bin.002Ωk141_2810_3	UniRef100_A0A143PUU8~K03628	78.6	416	89	0	1	416	92	507	7.99e-234	653
bin.002Ωk141_3877_1	UniRef100_A2SBU2~K12132	33.2	352	179	12	12	354	34	338	1.80e-33	134
bin.002Ωk141_6671_5	UniRef100_A0A0S2HXX0~K02004	48.6	416	214	0	1	416	1	416	1.07e-141	416
bin.002Ωk141_192_1	UniRef100_A0A250JFV9~K05994	50.2	404	189	8	9	408	10	405	8.85e-120	360
bin.002Ωk141_864_2	UniRef100_Q1ITU1~K02669	68.1	367	117	0	1	367	1	367	7.37e-175	499
bin.002Ωk141_6671_4	UniRef100_I4AL51~K02004	45.9	416	219	2	4	414	5	419	1.52e-123	370
bin.002Ωk141_578_1	UniRef100_A0A0D2LBS6~K02355	45.6	386	208	2	11	394	1	386	2.85e-113	343
bin.002Ωk141_2037_2	UniRef100_C0QUD4~K09458	57.6	410	172	1	1	408	1	410	3.47e-165	475
bin.002Ωk141_5296_2	UniRef100_A0A1Q2MB82~K02004	50.5	412	198	2	4	409	6	417	1.13e-126	377
bin.002Ωk141_6971_1	UniRef100_C6V5G3~K03046	67.2	357	115	2	15	370	16	371	9.06e-167	479
bin.002Ωk141_3796_4	UniRef100_A0A0C5X4F4~K00652	48.1	362	186	2	34	395	13	372	1.81e-97	301
bin.002Ωk141_4441_3	UniRef100_A0A1Z4BXP4~K05946	31.0	352	228	3	52	402	1	338	3.40e-49	177
bin.002Ωk141_4376_1	UniRef100_A0A0K2RE37~K03466	44.3	397	204	4	1	393	64	447	6.12e-114	347
bin.002Ωk141_5951_1	UniRef100_K0D083~K06969	40.0	403	226	9	6	401	4	397	4.54e-86	273
bin.002Ωk141_653_1	UniRef100_A0A0G3GUA4~K12583	31.5	362	235	5	15	373	3	354	2.66e-48	174
bin.002Ωk141_2166_15	UniRef100_G2LGS9~K02653	33.7	353	232	1	1	351	1	353	3.01e-61	209
bin.002Ωk141_1745_4	UniRef100_H1XQA8~K05830	49.9	381	191	0	16	396	5	385	1.50e-125	373
bin.002Ωk141_1609_1	UniRef100_Q8YRN8~K06926	33.3	424	246	11	1	401	1	410	5.05e-59	204
bin.002Ωk141_7117_2	UniRef100_Q2RG67~K01940	45.2	341	180	4	2	336	10	349	6.92e-93	290
bin.002Ωk141_2307_2	UniRef100_C9XY55~K05820	30.5	351	227	12	1	342	9	351	6.41e-31	127
bin.002Ωk141_3015_2	UniRef100_H1XWP3~K00641	54.4	371	144	4	36	390	8	369	2.19e-135	397
bin.002Ωk141_2101_3	UniRef100_T0I5J3~K00773	56.2	365	159	1	3	366	5	369	1.32e-146	426
bin.002Ωk141_7515_3	UniRef100_B1XNI9~K09919	49.1	371	187	2	7	376	11	380	4.42e-130	385
bin.002Ωk141_3780_3	UniRef100_E6W252~K02358	80.5	395	76	1	1	394	1	395	9.52e-232	642
bin.002Ωk141_701_1	UniRef100_E1X0A1~K08303	34.5	388	233	8	15	386	8	390	8.98e-58	199
bin.002Ωk141_715_2	UniRef100_L0GPH0~K21019	36.0	361	209	7	35	382	19	370	4.05e-48	173
bin.002Ωk141_7169_4	UniRef100_I0AKH9~K00252	63.4	382	138	2	9	389	8	388	5.22e-175	498
bin.002Ωk141_2805_1	UniRef100_A0A0E3MJD2~K00681	31.4	347	222	5	30	369	20	357	6.63e-44	162
bin.002Ωk141_5993_1	UniRef100_A0A1B2I9R6~K03308	39.0	385	191	13	1	377	74	422	5.46e-56	195
bin.002Ωk141_1543_2	UniRef100_K9VLZ8~K01921	44.9	350	192	1	4	353	25	373	8.18e-96	297
bin.002Ωk141_4506_4	UniRef100_A0A0B5FSX8~K00927	57.1	389	159	1	5	385	6	394	7.02e-150	435
bin.002Ωk141_194_3	UniRef100_A9B506~K09471	33.8	394	227	10	4	387	5	374	3.10e-46	168
bin.002Ωk141_4106_2	UniRef100_Q15XD8~K01173	53.3	390	171	3	1	386	37	419	2.27e-139	409
bin.002Ωk141_3803_2	UniRef100_A0LM53~K19124	37.3	362	188	9	1	338	1	347	5.49e-54	189
bin.002Ωk141_4129_1	UniRef100_L7UAR8~K02343	48.8	363	178	4	1	360	5	362	1.63e-104	320
bin.002Ωk141_3912_1	UniRef100_G2LIW9~K00099	48.7	382	194	2	1	380	1	382	6.72e-112	338
bin.002Ωk141_2181_2	UniRef100_A0A193LLJ1~K10778	54.0	339	154	1	44	382	12	348	1.53e-118	353
bin.002Ωk141_6088_2	UniRef100_D5ML00~K03686	44.7	387	181	6	4	380	5	368	3.16e-100	307
bin.002Ωk141_67_2	UniRef100_Q24NM5~K07497	49.1	334	164	2	1	328	18	351	3.21e-104	317
bin.002Ωk141_7690_1	UniRef100_A0A0E3UZ29~K13745	49.1	389	187	4	1	384	52	434	3.38e-128	382
bin.002Ωk141_3456_2	UniRef100_A0A160MF85~K00566	56.6	364	155	2	10	371	2	364	1.43e-144	420
bin.002Ωk141_1071_2	UniRef100_B4GV69~K06184	32.9	383	230	7	16	382	54	425	1.96e-39	151
bin.002Ωk141_1053_2	UniRef100_I6Z8Y4~K00324	51.7	381	183	1	1	380	1	381	3.45e-125	371
bin.002Ωk141_6577_2	UniRef100_C1DTX2~K11749	31.6	364	232	7	17	374	87	439	1.30e-52	186
bin.002Ωk141_7754_2	UniRef100_Q1IRV7~K02669	70.4	358	106	0	1	358	1	358	1.22e-181	514
bin.002Ωk141_732_4	UniRef100_T2GDR7~K07315	46.4	375	183	3	14	379	7	372	2.08e-97	300
bin.002Ωk141_2438_3	UniRef100_B1EQS5~K02495	45.0	373	203	2	9	379	85	457	2.20e-98	305
bin.002Ωk141_167_5	UniRef100_A4XVM9~K00249	55.9	374	164	1	3	375	7	380	4.55e-135	396
bin.002Ωk141_4341_2	UniRef100_A0A140E7F2~K15725	37.6	375	233	1	1	375	64	437	1.24e-77	252
bin.002Ωk141_307_1	UniRef100_Q2SC37~K04058	31.6	354	226	6	28	372	46	392	2.03e-40	153
bin.002Ωk141_6176_4	UniRef100_A0A249PAP6~K04042	34.0	382	205	10	22	371	86	452	2.33e-36	143
bin.002Ωk141_883_1	UniRef100_Q2SC37~K04058	30.0	333	229	3	28	356	46	378	2.08e-33	134
bin.002Ωk141_3133_1	UniRef100_I0IL36~K10941	37.7	350	169	8	60	370	6	345	7.53e-59	200
bin.002Ωk141_5218_2	UniRef100_I6ZS88~K00819	62.5	363	136	0	12	374	7	369	8.98e-165	472
bin.002Ωk141_7075_3	UniRef100_A0A1X9MA28~K03575	40.9	357	191	9	7	350	11	360	9.33e-84	265
bin.002Ωk141_309_2	UniRef100_E8WJD4~K02338	36.2	378	228	5	1	371	1	372	4.22e-78	250
